type,name,code,address,district,branch_name,open_date
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060159,"14, Godawari Municipality",Lalitpur,Thaiba,2021-03-21
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060160,"5, Devdaha Municipality",Rupandehi,Devdaha,2021-03-21
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060161,"12, Butwal Sub-Metropolitian City",Rupandehi,Nayagaun,2021-03-21
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060162,"11, Shuklaphanta Municipality",Kanchanpur,Kaluwapur,2021-03-21
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060163,"6, Gokarneshwor Municipality",Kathmandu,Narayantar,2021-03-21
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060164,"4, Pakhribas Municipality",Dhankuta,Pakharibas,2021-03-21
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060166,"2, Changunarayan Municipality",Bhaktapur,Duwakot,2021-03-21
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060167,"11, Suryodaya Municipality",Ilam,Tinghare,2021-03-21
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060168,"3, Lamahi Municipality",Dang,Lamahi,2021-03-21
Microfinance Institutions (Class D),"
                                            NIC Asia Laghubitta Bittiya Sanstha Ltd. 
                                        ",14060169,"11, Ghorahi Sub-Metropolitian City",Dang,Tripura,2021-03-21
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059072,"4, Bulingtar Rural Municipality",Nawalparasi East,Bulingtar Branch,2020-12-07
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059073,"3, Myagang Rural Municipality",Nuwakot,Deurali Branch,2020-12-23
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059074,"6, Rapti Rural Municipality",Dang,Pathargadhwa Branch,2021-03-14
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059075,"10, Buddhabhumi Municipality",Kapilbastu,Bijgauri Branch,2021-03-14
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059076,"7, Tilathi Koiladi Rural Municipality",Saptari,Mansapur Branch,2021-03-14
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059077,"3, Nawarajpur Rural Municipality",Siraha,Jagatpur Branch,2021-03-14
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059078,"10, Kapilbastu Municipality",Kapilbastu,Pachehara Branch,2021-04-07
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059079,"5, Sunkoshi Rural Municipality",Sindhuli,Ramtar Branch,2021-04-08
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059080,"1, Nagarjun Municipality",Kathmandu,Nagarjun Branch,2021-08-03
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059081,"7, Baijanath Rural Municipality",Banke,Baijanath Branch,2021-08-23
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059082,"11, Gulariya Municipality",Bardiya,Ganeshpur Branch,2021-08-23
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059083,"4, Madhuwan Municipality",Bardiya,Madhuwan Branch,2021-08-23
Microfinance Institutions (Class D),"
                                            Sadhana Laghubitta Bittiya Sanstha Ltd.
                                        ",14059084,"4, Karaiyamai Rural Municipality",Bara,Lautan Branch,2021-09-02
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083037,"1, Sundarharaicha Municipality",Morang,Haraicha Branch (HRC),2019-05-30
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083038,"8, Khairahani Municipality",Chitawan,Khairahani Branch (KNI),2019-05-30
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083039,"1, Koshi Rural Municipality",Sunsari,Laukahi Branch (LKH),2019-05-30
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083040,"5, Kamal Rural Municipality",Jhapa,Padajungi Branch (PDJ),2019-06-16
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083041,"2, Bidur Municipality",Nuwakot,Bidur Branch (BDR),2019-07-01
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083042,"8, Galchhi Rural Municipality",Dhading,Galchhi Branch (GLC),2019-07-01
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083043,"3, Kawasoti Municipality",Nawalparasi East,Kawasoti Branch (KWT),2019-07-16
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083044,"4, Bardaghat Municipality",Nawalparasi West,Bardaghat Branch (BDG),2019-07-16
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083045,"7, Butwal Sub-Metropolitian City",Rupandehi,Butwal Branch (BUT),2019-07-16
Microfinance Institutions (Class D),"
                                            Rastra Utthan Laghubitta Bittiya Sanstha Limited
                                        ",14083046,"5, Shivaraj Municipality",Kapilbastu,Chandrauta Branch (CDT),2019-07-16
